"ID","condition","correct","rt"
1,2,1,679.643006558553
1,2,1,423.461147905571
1,2,1,701.691459072754
1,2,1,736.383531107151
1,2,1,595.775122811468
1,2,1,736.862992053986
1,2,1,560.711169787975
1,2,1,426.290576332248
1,2,1,456.092417232912
1,2,1,608.355671502114
1,2,1,961.199631712561
1,2,1,701.429951137548
1,2,1,571.507873209089
1,2,1,720.472893066171
1,2,1,437.930054790419
1,2,1,550.407701837993
1,2,1,713.454560253237
1,2,1,628.828155341499
1,2,1,385.883441628368
1,2,1,766.323634877544
1,2,1,696.628239170486
1,2,1,478.856390978358
1,2,1,516.823329254232
1,2,1,361.922907823588
1,2,1,669.916992752943
1,2,1,509.321419698063
1,2,1,599.482447730695
1,2,1,686.824194263704
1,2,1,577.150182528947
1,2,1,571.55884870607
1,2,1,397.76194451273
1,2,1,714.123420400912
1,2,1,665.981488380002
1,2,1,663.512725624203
1,2,1,461.379430437802
1,2,1,362.161681658353
1,2,1,379.181796879257
1,2,1,451.33183528309
1,2,1,548.767208129387
1,2,1,550.298698639629
1,2,1,641.154881495417
1,2,1,395.849493698872
1,2,1,532.782233923716
1,2,1,776.022580516943
1,2,1,403.555554045288
1,2,1,401.252058148969
1,2,1,686.551115848265
1,2,1,488.326663866152
1,2,1,610.386012893846
1,2,1,692.846791199226
1,2,1,476.305485963895
1,2,1,559.686817469444
1,2,1,588.603597541027
1,2,1,838.058376841139
1,2,1,371.701172056016
1,2,1,382.052953431331
1,2,1,523.030164800294
1,2,1,928.883870914911
1,2,1,505.710381357554
1,2,1,537.373768343529
1,2,1,602.715853437348
1,2,1,671.047038625643
1,2,1,590.903440020278
1,2,1,738.606109819726
1,2,1,699.691779664484
1,2,1,440.399551458101
1,2,1,475.545463794241
1,2,1,543.438914552528
1,2,1,721.614185762822
1,2,1,539.751098700455
1,2,1,561.286502503261
1,2,1,539.5411526638
1,2,1,490.354349335993
1,2,1,628.504825121427
1,2,1,393.060029907073
1,2,1,683.966626938421
1,2,1,566.459331592999
1,2,1,462.013374002507
1,2,1,670.741937900717
1,2,1,617.401947802596
1,2,1,669.984267301092
1,2,1,457.701772488341
1,2,1,708.743743545222
1,2,1,484.146481997821
1,2,1,404.659245761706
1,2,1,634.454760976397
1,2,1,475.752065560773
1,2,1,513.993107795682
1,2,1,656.078161702154
1,2,1,675.21935575283
1,2,1,399.359415398994
1,2,1,413.487022117976
1,2,1,458.403419217195
1,2,1,593.6927984147
1,2,0,493.351917587464
1,2,1,649.056325501074
1,2,1,427.913843909105
1,2,1,688.749700737787
1,2,1,408.933418316317
1,2,1,450.991127387409
1,2,1,502.749959599459
1,2,1,658.274413731706
1,2,1,452.736846731031
1,2,1,386.679795787202
1,2,1,763.404776065795
1,2,1,822.236923724586
1,2,1,491.557310219938
1,2,1,725.18616825921
1,2,1,569.676006811949
1,2,1,779.318607125208
1,2,1,426.544034196639
1,2,1,386.34885478427
1,2,1,646.605185932525
1,2,1,448.981602943877
1,2,1,512.816481054659
1,2,1,526.82786759701
1,2,1,813.496355955992
1,2,1,577.977835176837
1,2,1,666.822025435678
1,2,1,764.261711560117
1,2,1,450.390315957484
1,2,1,853.523856458328
1,2,1,404.183901662431
1,2,1,657.33155223247
1,2,1,447.861695796177
1,2,1,406.277454183349
1,2,1,427.943848576051
1,2,1,515.34236230194
1,2,1,674.613860532684
1,2,1,434.315255544403
1,2,1,567.433956172495
1,2,1,541.487696136573
1,2,1,414.563475395679
1,2,1,448.701683282137
1,2,1,467.410170650078
1,2,1,625.600687845557
1,2,1,437.922062627092
1,2,1,728.082064201923
1,2,1,405.751843580106
1,2,1,529.599315760523
1,2,1,980.481752194296
1,2,1,627.066693488888
1,2,1,436.312118572884
1,2,1,366.059445365276
1,2,1,517.500063244267
1,2,1,474.472567262844
1,2,1,484.520298656266
1,2,1,511.719493909995
1,2,1,584.994693282388
1,2,1,577.200191608593
1,2,1,500.357763073767
1,2,1,555.649352280573
1,2,1,597.183669402241
1,2,1,617.058489597356
1,2,1,662.19748345815
1,2,1,765.803322574704
1,2,1,481.39184258387
1,2,1,545.62394060626
1,2,1,835.405578981998
1,2,1,542.247066036901
1,2,1,656.244198102342
1,2,1,636.10888603881
1,2,1,425.145190945197
1,2,1,670.180922052752
1,2,0,776.268721893107
1,2,1,684.026560026678
1,2,1,690.971331452524
1,2,1,381.458220579487
1,2,1,574.340942105377
1,2,1,512.341589096214
1,2,1,1105.7609773821
1,2,1,385.833239198059
1,2,1,479.148007054585
1,2,1,485.881755159357
1,2,1,633.179432113608
1,2,1,512.064086308197
1,2,1,439.507379481089
1,2,1,881.199065279169
1,2,1,553.068176319762
1,2,1,834.417351638806
1,2,1,578.182106749496
1,2,1,445.588293070914
1,2,1,518.488214781274
1,2,1,470.661199206409
1,2,1,405.945685807556
1,2,1,504.655032523409
1,2,1,427.099490666657
1,2,1,502.550664456936
1,2,1,540.824488881354
1,2,1,820.939462276771
1,2,1,486.145797211353
1,2,1,457.358615556032
1,2,1,538.569121286321
1,2,1,616.224340315452
1,2,1,417.924544909447
1,2,1,387.386421395642
1,2,1,502.772105054081
1,2,1,434.47165543539
1,2,1,493.843178357152
1,2,1,442.606782673723
1,2,1,511.65328234868
1,2,1,544.819021499427
1,2,1,620.90343404011
1,2,1,375.208942327155
1,2,1,579.980418553012
1,2,1,428.803329251017
1,2,1,674.685894856651
1,2,1,645.095956587015
1,2,1,389.506589768438
1,2,1,520.347848851888
1,2,1,612.757468948525
1,2,1,570.86630808992
1,2,1,383.871493682746
1,2,1,550.155335959275
1,2,1,468.376094548571
1,2,1,548.231350767869
1,2,1,356.529141967512
1,2,1,534.371597687556
1,2,1,502.381927385343
1,2,1,397.006898092868
1,2,1,569.728118730436
1,2,1,726.190076649445
1,2,1,510.629740324466
1,2,1,430.763787376352
1,2,1,501.802274388522
1,2,1,1151.35354157584
1,2,1,410.074077397924
1,2,1,609.000857061633
1,2,1,696.298651674771
1,2,1,387.048628071611
1,2,1,633.344438222416
1,2,1,484.697968763631
1,2,1,455.652185698765
1,2,1,378.176677904573
1,2,1,396.787996959017
1,2,1,457.110136588875
1,2,1,528.999021288937
1,2,1,376.777486434359
1,2,1,401.17143675327
1,2,1,813.197586337183
1,2,1,557.736204642969
1,2,1,610.984064284673
1,2,1,748.508095682775
1,2,1,500.493768726361
1,2,1,784.507430753533
1,2,1,477.76338165626
1,2,1,687.746020512976
1,2,1,455.730307580019
1,2,1,454.260290047216
1,2,1,923.194976183047
1,2,1,447.973729095529
1,2,1,656.530570620429
1,2,1,656.668769762731
1,2,1,769.145908641356
1,2,1,502.227240769903
1,2,1,417.082658923908
1,2,1,613.20925955104
1,2,1,641.578153866873
1,2,1,520.467445813231
1,2,1,506.400950512763
1,2,1,375.985265753572
1,2,1,507.446148262503
1,2,1,451.844535190025
1,2,1,486.420412469497
1,2,1,506.825915104603
1,2,1,657.586614156658
1,2,1,817.431321908578
1,2,1,698.701042730323
1,2,1,407.915515334677
1,2,1,410.148857137987
1,2,1,473.023423462787
1,2,1,751.666069479986
1,2,1,702.34934660186
1,2,1,485.053714236942
1,2,1,651.453432783845
1,2,1,413.604706771588
1,2,1,485.590493344706
1,2,1,412.23187777336
1,2,0,573.148828038269
1,2,1,477.833688684896
1,2,0,754.459329500911
1,2,1,510.301303708781
1,2,1,438.546287701389
1,2,1,469.239059569497
1,2,1,709.972670312762
1,2,1,627.278171809555
1,2,1,416.207671254039
1,2,1,412.103740558622
1,2,1,372.694173006813
1,2,1,517.359304780364
1,2,1,533.100928964569
1,2,1,424.400725039123
1,2,1,407.485575131719
1,2,1,490.247228615576
1,2,1,422.245596152726
1,2,1,414.768352166202
1,2,1,583.413106924061
1,2,1,550.87378862502
1,2,1,585.583133234915
1,2,1,428.971612974293
1,2,1,553.873000636083
1,2,1,451.783891279283
1,2,1,487.18111373592
1,2,0,596.920957160119
1,2,1,473.834233344839
1,2,1,465.657925432006
1,2,1,564.999094648418
1,2,1,438.410097117647
1,2,1,492.85099878239
1,2,1,561.755915309317
1,2,1,616.20972158185
1,2,1,614.902776724996
1,2,1,432.555147698529
1,2,1,465.294579949458
1,2,1,453.473011683133
1,2,1,565.121812166555
1,2,1,642.539339136055
1,2,1,644.8753027174
1,2,1,652.861741017474
1,2,1,508.844992063041
1,2,1,440.982095474403
1,2,1,444.90170336719
1,2,1,390.959581741094
1,2,1,530.936083469659
1,2,1,577.152255545029
1,2,1,469.575305396384
1,2,1,423.055887176066
1,2,1,623.650784335954
1,2,1,603.650898942174
1,2,1,589.560658770989
1,2,1,421.666674080655
1,2,1,563.539156092399
1,2,1,362.2904769989
1,2,1,587.65780879481
1,2,1,583.800416894648
1,2,1,459.570487251189
1,2,1,572.538841750689
1,2,1,393.304730264803
1,2,1,728.397311232406
1,2,1,545.247219392956
1,2,1,573.082379701293
1,2,1,505.777634786253
1,2,1,496.52693986164
1,2,1,382.920407163666
1,2,1,563.583401896717
1,2,1,687.462254855467
1,2,1,430.343073395478
1,2,1,435.928523986309
1,2,0,670.080539393579
1,2,1,696.159626758233
1,2,1,598.449968282353
1,2,1,482.635925848208
1,2,1,822.777676280266
1,2,1,543.905573665324
1,2,1,563.581777211742
1,2,1,452.457930875746
1,2,1,566.260454307851
1,2,1,601.104322977311
1,2,1,791.957837852622
1,2,1,373.618693675377
1,2,1,456.464369354518
1,2,1,468.951542207616
1,2,1,522.939091683212
1,2,1,418.154050719385
1,2,1,554.782792175154
1,2,1,463.477701867956
1,2,1,689.196140345335
1,2,1,468.981716612783
1,2,1,672.085938840419
1,2,1,734.323802958871
1,2,1,927.741400828916
1,2,1,445.421560240504
1,2,1,487.155360640442
1,2,1,886.562227522261
1,2,1,578.701473324668
1,2,1,560.331875778198
1,2,1,493.987673881508
1,2,1,443.20978525866
1,2,1,790.168276846924
1,2,1,526.4196702684
1,2,1,500.197735073247
1,2,1,520.888843288995
1,2,1,404.242698450511
1,2,1,552.531267817436
1,2,1,661.845832506205
1,2,1,723.858180141824
1,2,1,617.676102054366
1,2,1,426.815251929496
1,2,1,572.289033691856
1,2,1,413.248212857881
1,2,1,424.173626398467
1,2,1,468.639522138307
1,2,0,704.108755011003
1,2,1,695.305691746923
1,2,1,502.343817228116
1,2,1,583.660865392167
1,2,1,581.494588257177
2,1,1,733.567757942438
2,1,0,570.697677559713
2,1,1,448.880286744929
2,1,1,649.4683971079
2,1,0,737.487736028225
2,1,1,535.646803972236
2,1,1,2023.19723165689
2,1,0,425.45858238818
2,1,0,746.727668304982
2,1,1,569.495172949443
2,1,1,541.771225926624
2,1,1,754.909522073836
2,1,1,608.417828667413
2,1,1,1317.96346637764
2,1,1,653.717879434395
2,1,1,1074.33421928122
2,1,1,794.245754608562
2,1,1,1277.57067278126
2,1,1,717.570197774259
2,1,1,614.717375596517
2,1,0,631.339424488759
2,1,0,611.218230244154
2,1,0,415.752347299983
2,1,0,606.204239685995
2,1,0,912.748148408962
2,1,1,780.341966759472
2,1,1,649.198429489963
2,1,0,4362.09781411172
2,1,1,570.732680572638
2,1,0,711.452408465835
2,1,1,544.035970508695
2,1,1,589.283566710996
2,1,1,613.234832114161
2,1,0,567.567832497341
2,1,1,465.845065160169
2,1,1,436.19666186611
2,1,1,768.35838410663
2,1,1,479.344393908169
2,1,0,704.275739075208
2,1,1,507.405856231443
2,1,1,1404.51503009963
2,1,1,878.893392607316
2,1,1,738.257258784799
2,1,0,424.372812847818
2,1,1,426.240599783933
2,1,0,479.75224639565
2,1,1,1130.59251363575
2,1,1,727.834592190078
2,1,0,880.601642528925
2,1,1,757.365990033178
2,1,0,698.399579432638
2,1,1,413.869881626362
2,1,0,576.306703978229
2,1,0,426.672456625064
2,1,1,706.619368908066
2,1,1,672.019262176564
2,1,0,583.75945656257
2,1,0,424.282413705737
2,1,1,624.063819228078
2,1,1,708.497799476505
2,1,1,911.690113328389
2,1,1,600.473407093631
2,1,1,1548.62401534122
2,1,0,717.696962233642
2,1,1,820.738496229139
2,1,1,583.373090782652
2,1,0,547.412812069088
2,1,1,673.590195748737
2,1,1,605.009155818311
2,1,0,665.039317294663
2,1,1,750.355634550163
2,1,0,611.331221536335
2,1,1,471.184516332269
2,1,1,452.928192567304
2,1,1,938.795857049156
2,1,1,521.165006378007
2,1,0,905.329394709471
2,1,1,613.040819769916
2,1,1,659.832119436346
2,1,0,462.959972568425
2,1,0,665.120637883083
2,1,1,437.536200344658
2,1,1,523.495272249012
2,1,1,544.032139153993
2,1,0,641.363162783651
2,1,1,649.723343990261
2,1,1,702.692644345023
2,1,0,528.299896280527
2,1,0,546.26991903926
2,1,0,450.960183783528
2,1,1,711.113691416808
2,1,0,1132.24307332136
2,1,1,844.598416397212
2,1,1,491.386416076779
2,1,1,581.947853903099
2,1,1,682.206376518323
2,1,0,927.082382242762
2,1,0,719.655103239636
2,1,1,665.653194762389
2,1,1,430.630806479611
2,1,0,690.337815314915
2,1,1,670.958491496986
2,1,1,466.696704027844
2,1,0,623.927682678567
2,1,1,1895.37148126776
2,1,0,598.771733748531
2,1,1,620.896982689918
2,1,1,822.400990795356
2,1,1,422.862440797159
2,1,1,570.631746768856
2,1,1,569.850195717007
2,1,0,430.814773379013
2,1,1,418.397732416047
2,1,0,428.466483384505
2,1,1,421.154149455649
2,1,1,691.058150254231
2,1,0,754.713424646897
2,1,1,562.82121048199
2,1,0,491.73000246607
2,1,1,462.521797316627
2,1,0,668.682097508374
2,1,1,618.789183055092
2,1,1,529.409214818348
2,1,1,573.048368748506
2,1,1,809.235728432268
2,1,1,765.142401727431
2,1,1,983.632462566395
2,1,1,788.404694644145
2,1,1,645.073423586713
2,1,1,666.756499518533
2,1,0,635.328059702219
2,1,0,981.449192116671
2,1,0,530.171930727338
2,1,1,700.278482824331
2,1,0,412.26632332089
2,1,1,618.104046651283
2,1,0,537.860188565304
2,1,0,1047.21618577837
2,1,1,418.965748082478
2,1,1,777.866528951193
2,1,0,578.229147520834
2,1,0,785.813628907712
2,1,1,592.879034760986
2,1,0,457.988226521516
2,1,1,560.539810377494
2,1,0,606.459973895704
2,1,1,897.595073147629
2,1,1,655.12639785351
2,1,0,454.674012725225
2,1,1,521.511051315539
2,1,0,595.669514065564
2,1,1,552.665332737215
2,1,0,443.674494861151
2,1,1,731.899112093057
2,1,1,676.566371859323
2,1,1,616.882991360606
2,1,1,685.862409382222
2,1,0,514.746344000887
2,1,0,453.519103710845
2,1,1,443.768662020576
2,1,1,552.63206094309
2,1,1,1078.84004951139
2,1,0,461.880007910091
2,1,1,858.901031055199
2,1,1,744.129613362967
2,1,1,639.253893399243
2,1,1,526.438175183163
2,1,0,487.689961019329
2,1,0,506.697995540905
2,1,0,734.181756710424
2,1,1,855.190071443564
2,1,1,663.609954772242
2,1,1,749.710767416569
2,1,1,448.295498554324
2,1,1,766.532169154735
2,1,1,660.293267693229
2,1,1,683.500866553724
2,1,0,993.700133443272
2,1,1,717.69106383152
2,1,1,779.308873301146
2,1,0,604.02332661959
2,1,1,1072.74179320507
2,1,1,791.528803214642
2,1,0,641.208320954409
2,1,1,675.989009550862
2,1,0,774.722226776804
2,1,1,1001.21535117417
2,1,1,881.284359578099
2,1,0,787.306404017725
2,1,0,574.746384304851
2,1,1,438.529313058332
2,1,1,637.055083457359
2,1,0,679.191896819314
2,1,1,552.969206697144
2,1,0,556.789436474417
2,1,0,749.118318753126
2,1,1,538.131744848145
2,1,1,1005.48061260423
2,1,0,934.541491591408
2,1,1,631.833668754643
2,1,1,667.635289891394
2,1,1,723.802463825327
2,1,1,602.53476235173
2,1,1,655.508198056253
2,1,1,454.03474644807
2,1,1,726.192630410599
2,1,0,734.926802434382
2,1,0,488.727245648624
2,1,1,497.762364472893
2,1,0,471.037479280337
2,1,1,477.080489519897
2,1,0,1439.06082914484
2,1,0,619.639679523481
2,1,1,680.391120069081
2,1,0,569.879092485853
2,1,0,660.213224442395
2,1,1,447.045925332889
2,1,1,742.356616674064
2,1,0,978.351218876068
2,1,1,499.158117687383
2,1,1,532.827638576873
2,1,1,473.411432641604
2,1,1,410.308088765577
2,1,0,569.056573388788
2,1,1,956.264870957015
2,1,0,810.087999561619
2,1,1,1286.74653637201
2,1,0,522.286990699192
2,1,1,870.544656499939
2,1,1,762.432140628237
2,1,1,814.488557619984
2,1,0,1084.16995286075
2,1,0,495.537808020753
2,1,1,717.344968005531
2,1,1,952.635087178882
2,1,1,593.708042286088
2,1,0,1273.5853783047
2,1,0,599.686977678641
2,1,1,443.306588436965
2,1,0,1418.331880085
2,1,1,557.74724707758
2,1,0,859.886075760999
2,1,1,518.100417684985
2,1,1,363.567509387451
2,1,0,454.660145359261
2,1,1,535.807017445171
2,1,1,413.771223185595
2,1,0,586.875863075861
2,1,1,883.497212404808
2,1,1,862.394261127696
2,1,1,735.422639224488
2,1,0,478.766241439994
2,1,0,413.892413601491
2,1,1,782.469722121875
2,1,0,617.471143285328
2,1,0,1104.55057805428
2,1,1,384.569655813485
2,1,1,608.107093264826
2,1,1,479.453712394738
2,1,1,987.766497879401
2,1,0,654.878158161444
2,1,1,773.086219905996
2,1,1,570.485852489328
2,1,1,565.050393205092
2,1,1,839.138548754616
2,1,1,1190.49583135293
2,1,1,648.442063670606
2,1,1,753.962243029041
2,1,1,571.011654933085
2,1,1,570.177084882168
2,1,1,549.639779822948
